type pcts
4 0.07994
1 0.41142
2 0.00764
3 0.24011
4 0.34083
1 0.47979
2 0.08226
3 0.21219
4 0.22576
1 0.45809
2 0.01514
3 0.03326
4 0.49351
1 0.81545
2 0.11311
3 0.00217
4 0.06926
1 0.39165
2 0.00949
3 0.00181
4 0.59706
1 0.41684
2 0.05821
3 0.37539
4 0.14955
1 0.10427
2 0.00345
3 0.03414
4 0.85814
1 0.38321
2 0.05635
3 0.07144
4 0.48899
1 0.58638
2 0.01281
3 0.00260
4 0.39821
1 0.49256
2 0.02749
3 0.03791
4 0.44204
1 0.91578
2 0.01762
3 0.05814
4 0.00846
1 0.36630
2 0.01235
3 0.00181
4 0.61954
1 0.75498
2 0.05472
3 0.02283
4 0.16746
1 0.83323
2 0.00015
3 0.00010
4 0.16652
1 0.34155
2 0.01224
3 0.00526
4 0.64094
1 0.96374
2 0.00809
3 0.01933
4 0.00884
1 0.25923
2 0.03646
3 0.30790
4 0.39641
1 0.41407
2 0.07925
3 0.46881
4 0.03787
1 0.97196
2 0.00577
3 0.00224
4 0.02004
1 0.47119
2 0.01574
3 0.00464
4 0.50843
1 0.56962
2 0.08149
3 0.05635
4 0.29255
1 0.29257
2 0.00847
3 0.00124
4 0.69771
1 0.39838
2 0.07874
3 0.35270
4 0.17018
1 0.34933
2 0.01168
3 0.55262
4 0.08637
1 0.34209
2 0.00798
3 0.00448
4 0.64545
1 0.48541
2 0.09253
3 0.29254
4 0.12952
1 0.60422
2 0.08791
3 0.18798
4 0.11989
1 0.53254
2 0.09912
3 0.27934
4 0.08901
1 0.91362
2 0.01532
3 0.00973
4 0.06133
1 0.44514
2 0.11951
3 0.17096
4 0.26440
1 0.34313
2 0.02108
3 0.00449
4 0.63130
1 0.74057
2 0.06129
3 0.03549
4 0.16264
1 0.23535
2 0.05447
3 0.09278
4 0.61740
1 0.41398
2 0.00995
3 0.00168
4 0.57439
1 0.42350
2 0.10767
3 0.24457
4 0.22427
1 0.47268
2 0.08962
3 0.28781
4 0.14989
1 0.39324
2 0.01147
3 0.00195
4 0.59335
1 0.48715
2 0.11049
3 0.28518
4 0.11718
1 0.47074
2 0.09576
3 0.13545
4 0.29805
1 0.40544
2 0.02296
3 0.51557
4 0.05603
1 0.28816
2 0.03356
3 0.03095
4 0.64733
1 0.43201
2 0.06040
3 0.22719
4 0.28040
1 0.30854
2 0.01019
3 0.00317
4 0.67810
1 0.55387
2 0.09716
3 0.23421
4 0.11477
1 0.34668
2 0.00883
3 0.00502
4 0.63947
1 0.40405
2 0.00767
3 0.00150
4 0.58679
1 0.22709
2 0.48526
3 0.11717
4 0.17049
1 0.59264
2 0.05885
3 0.01816
4 0.33035
1 0.35217
2 0.01294
3 0.00399
4 0.63089
1 0.52160
2 0.01710
3 0.06339
4 0.39792
1 0.15607
2 0.59008
3 0.21168
4 0.04218
1 0.16320
2 0.60979
3 0.05821
4 0.16880
1 0.39573
2 0.00760
3 0.35918
4 0.23749
1 0.48093
2 0.08752
3 0.35500
4 0.07655
1 0.42065
2 0.01648
3 0.00687
4 0.55600
1 0.94707
2 0.04333
3 0.00886
4 0.00074
1 0.64853
2 0.00756
3 0.28740
4 0.05652
1 0.47137
2 0.07775
3 0.06348
4 0.38740
1 0.42733
2 0.00646
3 0.00273
4 0.56348
1 0.65925
2 0.03858
3 0.09979
4 0.20238
1 0.40298
2 0.01524
3 0.00154
4 0.58024
1 0.24623
2 0.00076
3 0.00019
4 0.75283
1 0.37012
2 0.00926
3 0.00778
4 0.61285
1 0.34075
2 0.04052
3 0.10683
4 0.51190
1 0.50592
2 0.09654
3 0.20534
4 0.19220
1 0.62527
2 0.08230
3 0.03480
4 0.25764
1 0.25092
2 0.00782
3 0.57524
4 0.16602
1 0.50024
2 0.10597
3 0.27616
4 0.11763
1 0.45037
2 0.07023
3 0.22779
4 0.25161
1 0.57301
2 0.11008
3 0.06057
4 0.25635
1 0.48674
2 0.09235
3 0.22459
4 0.19632
1 0.36786
2 0.01289
3 0.00129
4 0.61796
1 0.73742
2 0.03784
3 0.05482
4 0.16992
1 0.38262
2 0.00444
3 0.03252
4 0.58041
1 0.43132
2 0.08058
3 0.18771
4 0.30039
1 0.55299
2 0.10469
3 0.26035
4 0.08197
1 0.52142
2 0.04787
3 0.05684
4 0.37387
1 0.51269
2 0.08504
3 0.21949
4 0.18278
1 0.67131
2 0.00945
3 0.00384
4 0.31540
1 0.11677
2 0.33640
3 0.33738
4 0.20946
1 0.43645
2 0.01367
3 0.27239
4 0.27750
1 0.42390
2 0.00917
3 0.00177
4 0.56516
1 0.44177
2 0.09508
3 0.31921
4 0.14394
1 0.48782
2 0.09097
3 0.24101
4 0.18020
1 0.44500
2 0.00831
3 0.17523
4 0.37146
1 0.45006
2 0.02279
3 0.03408
4 0.49308
1 0.47497
2 0.09554
3 0.30448
4 0.12501
1 0.39360
2 0.01291
3 0.00510
4 0.58839
1 0.69061
2 0.05767
3 0.07752
4 0.17420
1 0.73336
2 0.17477
3 0.00408
4 0.08779
1 0.56647
2 0.01955
3 0.01017
4 0.40380
1 0.36750
2 0.02367
3 0.04153
4 0.56730
1 0.30578
2 0.00988
3 0.00181
4 0.68253
1 0.41371
2 0.02612
3 0.00579
4 0.55438
1 0.48548
2 0.14500
3 0.07382
4 0.29570
1 0.79215
2 0.04242
3 0.02001
4 0.14542
1 0.41263
2 0.05982
3 0.17643
4 0.35112
1 0.38251
2 0.01539
3 0.11654
4 0.48555
1 0.43861
2 0.08429
3 0.26767
4 0.20944
1 0.43481
2 0.01960
3 0.00182
4 0.54377
1 0.50879
2 0.04828
3 0.41204
4 0.03088
1 0.46825
2 0.00036
3 0.00192
4 0.52947
1 0.36362
2 0.01667
3 0.00499
4 0.61472
1 0.55524
2 0.08400
3 0.27066
4 0.09010
1 0.54340
2 0.28243
3 0.10212
4 0.07205
1 0.38956
2 0.02481
3 0.43609
4 0.14954
1 0.43077
2 0.01940
3 0.00234
4 0.54749
1 0.50799
2 0.03124
3 0.03717
4 0.42359
1 0.36992
2 0.00518
3 0.27161
4 0.35330
1 0.31885
2 0.01381
3 0.00312
4 0.66422
1 0.47577
2 0.10013
3 0.31157
4 0.11254
1 0.33171
2 0.01186
3 0.13880
4 0.51763
1 0.32429
2 0.00781
3 0.00387
4 0.66403
1 0.52922
2 0.09643
3 0.25736
4 0.11700
1 0.52589
2 0.04742
3 0.05350
4 0.37318
1 0.37155
2 0.03300
3 0.50230
4 0.09315
1 0.41370
2 0.08011
3 0.40313
4 0.10306
1 0.65574
2 0.24311
3 0.07344
4 0.02771
1 0.23884
2 0.00480
3 0.00170
4 0.75466
1 0.10881
2 0.71606
3 0.14965
4 0.02549
1 0.42299
2 0.01645
3 0.00217
4 0.55839
1 0.47379
2 0.07763
3 0.19452
4 0.25406
1 0.00000
2 0.00000
3 0.00000
4 1.00000
1 0.49082
2 0.07016
3 0.11573
4 0.32329
1 0.50093
2 0.09582
3 0.21321
4 0.19005
1 0.49268
2 0.00007
3 0.00009
4 0.50716
1 0.44273
2 0.10633
3 0.37569
4 0.07524
1 0.78295
2 0.01242
3 0.14365
4 0.06099
1 0.43332
2 0.09934
3 0.31475
4 0.15259
1 0.43683
2 0.08591
3 0.30708
4 0.17018
1 0.20365
2 0.00618
3 0.00705
4 0.78311
1 0.29945
2 0.06651
3 0.03131
4 0.60274
1 0.38650
2 0.01324
3 0.25617
4 0.34409
1 0.56139
2 0.28619
3 0.09271
4 0.05971
1 0.34387
2 0.09163
3 0.26677
4 0.29774
1 0.63815
2 0.01196
3 0.01841
4 0.33148
1 0.50749
2 0.07329
3 0.22538
4 0.19384
1 0.47851
2 0.01871
3 0.01007
4 0.49271
1 0.31792
2 0.01217
3 0.07387
4 0.59604
1 0.41538
2 0.00889
3 0.00198
4 0.57376
1 0.40415
2 0.01594
3 0.00220
4 0.57771
1 0.32047
2 0.02304
3 0.00391
4 0.65258
1 0.49184
2 0.02532
3 0.04234
4 0.44049
1 0.59121
2 0.06990
3 0.04937
4 0.28952
1 0.34388
2 0.01567
3 0.03204
4 0.60841
1 0.47832
2 0.01013
3 0.00235
4 0.50919
1 0.35566
2 0.00561
3 0.00336
4 0.63537
1 0.42070
2 0.07459
3 0.19513
4 0.30958
1 0.88617
2 0.01023
3 0.01728
4 0.08632
1 0.46123
2 0.02147
3 0.04148
4 0.47583
1 0.38041
2 0.02603
3 0.31179
4 0.28177
1 0.41708
2 0.00925
3 0.00174
4 0.57192
1 0.70787
2 0.07457
3 0.02964
4 0.18791
1 0.31846
2 0.01158
3 0.00197
4 0.66799
1 0.43417
2 0.01534
3 0.00443
4 0.54606
1 0.43561
2 0.01018
3 0.00147
4 0.55275
1 0.31753
2 0.00791
3 0.01435
4 0.66021
1 0.10693
2 0.71047
3 0.00785
4 0.17476
1 0.53135
2 0.11270
3 0.33430
4 0.02166
1 0.95983
2 0.03087
3 0.00597
4 0.00333
1 0.52493
2 0.01060
3 0.00391
4 0.46057
1 0.31689
2 0.01273
3 0.51414
4 0.15624
1 0.44735
2 0.00438
3 0.27499
4 0.27328
1 0.50558
2 0.00743
3 0.03422
4 0.45277
1 0.48990
2 0.01596
3 0.00215
4 0.49199
1 0.48067
2 0.05291
3 0.06063
4 0.40579
1 0.53547
2 0.10046
3 0.22102
4 0.14305
1 0.33604
2 0.00967
3 0.00489
4 0.64940
1 0.50419
2 0.09601
3 0.23842
4 0.16137
1 0.39457
2 0.02364
3 0.57268
4 0.00910
1 0.44595
2 0.08879
3 0.27153
4 0.19373
1 0.40028
2 0.13136
3 0.29870
4 0.16966
1 0.87170
2 0.03674
3 0.02673
4 0.06484
1 0.64279
2 0.01876
3 0.00418
4 0.33426
1 0.39052
2 0.01548
3 0.06774
4 0.52626
1 0.69456
2 0.00021
3 0.00014
4 0.30509
1 0.33248
2 0.01089
3 0.00256
4 0.65407
1 0.22130
2 0.01214
3 0.43586
4 0.33071
1 0.38387
2 0.09761
3 0.35432
4 0.16420
1 0.41390
2 0.00871
3 0.00181
4 0.57558
1 0.51512
2 0.05978
3 0.08961
4 0.33548
1 0.57631
2 0.01137
3 0.00170
4 0.41062
1 0.32322
2 0.01072
3 0.01885
4 0.64721
1 0.34645
2 0.01497
3 0.27130
4 0.36727
1 0.94456
2 0.04492
3 0.00904
4 0.00149
1 0.57492
2 0.01316
3 0.15710
4 0.25482
1 0.24116
2 0.04831
3 0.59120
4 0.11933
1 0.02675
2 0.43863
3 0.35489
4 0.17973
1 0.40710
2 0.07602
3 0.43464
4 0.08223
1 0.99057
2 0.00298
3 0.00150
4 0.00495
1 0.81651
2 0.02959
3 0.01904
4 0.13487
1 0.44520
2 0.02080
3 0.00231
4 0.53170
1 0.54467
2 0.02098
3 0.00227
4 0.43207
1 0.45843
2 0.08444
3 0.29357
4 0.16356
1 0.39273
2 0.01838
3 0.00261
4 0.58628
1 0.35431
2 0.01729
3 0.03117
4 0.59723
1 0.36950
2 0.03593
3 0.49729
4 0.09729
1 0.25835
2 0.00074
3 0.00020
4 0.74072
1 0.46987
2 0.07024
3 0.25036
4 0.20953
1 0.48749
2 0.07513
3 0.14826
4 0.28912
1 0.45129
2 0.04060
3 0.38034
4 0.12777
1 0.06306
2 0.00941
3 0.23455
4 0.69298
1 0.45202
2 0.00953
3 0.00211
4 0.53634
1 0.45017
2 0.02214
3 0.04487
4 0.48282
1 0.37883
2 0.02266
3 0.20965
4 0.38886
1 0.55447
2 0.07421
3 0.14081
4 0.23051
1 0.36344
2 0.00296
3 0.00040
4 0.63321
1 0.50310
2 0.04047
3 0.06064
4 0.39579
1 0.65829
2 0.04822
3 0.05453
4 0.23897
1 0.77647
2 0.05327
3 0.11711
4 0.05315
1 0.39730
2 0.10291
3 0.33669
4 0.16310
1 0.47887
2 0.08761
3 0.26212
4 0.17141
1 0.44726
2 0.00841
3 0.06885
4 0.47549
1 0.22561
2 0.02932
3 0.01161
4 0.73347
1 0.42249
2 0.03286
3 0.12416
4 0.42049
1 0.41058
2 0.00295
3 0.00054
4 0.58593
1 0.46533
2 0.02872
3 0.06786
4 0.43808
1 0.98779
2 0.00305
3 0.00856
4 0.00060
1 0.17287
2 0.46244
3 0.22159
4 0.14310
1 0.43496
2 0.07763
3 0.35057
4 0.13684
1 0.43197
2 0.00413
3 0.00222
4 0.56169
1 0.61155
2 0.03525
3 0.02033
4 0.33287
1 0.47894
2 0.01764
3 0.01382
4 0.48959
1 0.67615
2 0.06654
3 0.01862
4 0.23869
1 0.44948
2 0.07978
3 0.27205
4 0.19870
1 0.43924
2 0.08104
3 0.23803
4 0.24170
1 0.47615
2 0.02764
3 0.04133
4 0.45487
1 0.44908
2 0.00007
3 0.00007
4 0.55078
1 0.63840
2 0.04595
3 0.19803
4 0.11763
1 0.39298
2 0.01435
3 0.00176
4 0.59091
1 0.97646
2 0.00445
3 0.00089
4 0.01820
1 0.32864
2 0.01554
3 0.00436
4 0.65147
1 0.51851
2 0.05572
3 0.17515
4 0.25062
1 0.51343
2 0.01244
3 0.00898
4 0.46515
1 0.43720
2 0.04280
3 0.06452
4 0.45548
1 0.11080
2 0.11095
3 0.21625
4 0.56200
1 0.53966
2 0.07351
3 0.06740
4 0.31944
1 0.38651
2 0.01709
3 0.09167
4 0.50473
1 0.50166
2 0.07503
3 0.15864
4 0.26468
1 0.46473
2 0.02146
3 0.02791
4 0.48591
1 0.46652
2 0.08182
3 0.28279
4 0.16887
1 0.44096
2 0.00544
3 0.26084
4 0.29277
1 0.39279
2 0.01918
3 0.04178
4 0.54625
1 0.54293
2 0.07499
3 0.26360
4 0.11848
1 0.86133
2 0.00019
3 0.00010
4 0.13837
1 0.57395
2 0.08358
3 0.12595
4 0.21651
1 0.52382
2 0.11224
3 0.30530
4 0.05863
1 0.51655
2 0.01819
3 0.07401
4 0.39124
1 0.42790
2 0.06700
3 0.24006
4 0.26504
1 0.35517
2 0.01017
3 0.06926
4 0.56540
1 0.32860
2 0.02708
3 0.54361
4 0.10071
1 0.40340
2 0.09613
3 0.32224
4 0.17823
1 0.53836
2 0.08163
3 0.23532
4 0.14470
1 0.45916
2 0.09074
3 0.23061
4 0.21949
1 0.81311
2 0.00013
3 0.00011
4 0.18666
1 0.17495
2 0.00334
3 0.08586
4 0.73584
1 0.55612
2 0.13669
3 0.18048
4 0.12671
1 0.53637
2 0.06160
3 0.12001
4 0.28201
1 0.49472
2 0.06854
3 0.12003
4 0.31671
1 0.46832
2 0.08772
3 0.32498
4 0.11898
1 0.32878
2 0.00741
3 0.01150
4 0.65231
1 0.45289
2 0.02398
3 0.04313
4 0.48000
1 0.40120
2 0.08971
3 0.27724
4 0.23185
1 0.32981
2 0.01112
3 0.00194
4 0.65714
1 0.14176
2 0.71728
3 0.00911
4 0.13186
1 0.47051
2 0.10134
3 0.27439
4 0.15376
1 0.60391
2 0.01327
3 0.10202
4 0.28080
1 0.44101
2 0.01153
3 0.00220
4 0.54526
1 0.40425
2 0.02361
3 0.00375
4 0.56839
1 0.14216
2 0.72958
3 0.00795
4 0.12031
1 0.51991
2 0.06658
3 0.05749
4 0.35601
1 0.66708
2 0.04812
3 0.03143
4 0.25337
1 0.43345
2 0.02148
3 0.44408
4 0.10099
1 0.44692
2 0.04928
3 0.09578
4 0.40802
1 0.44652
2 0.09304
3 0.31782
4 0.14262
1 0.51386
2 0.02968
3 0.05203
4 0.40443
1 0.50711
2 0.08738
3 0.27469
4 0.13082
1 0.28324
2 0.03387
3 0.07675
4 0.60614
1 0.17303
2 0.00306
3 0.24653
4 0.57737
1 0.43039
2 0.10202
3 0.28372
4 0.18387
1 0.50664
2 0.02266
3 0.00294
4 0.46775
1 0.41182
2 0.02842
3 0.04724
4 0.51251
1 0.00000
2 0.00000
3 0.00000
4 1.00000
1 0.41514
2 0.09621
3 0.28146
4 0.20719
1 0.43927
2 0.01343
3 0.11349
4 0.43381
1 0.63715
2 0.03268
3 0.11722
4 0.21296
1 0.23448
2 0.00671
3 0.63958
4 0.11923
1 0.51748
2 0.07224
3 0.14769
4 0.26260
1 0.89298
2 0.00657
3 0.00171
4 0.09873
1 0.05226
2 0.28601
3 0.63028
4 0.03145
1 0.30918
2 0.16484
3 0.35451
4 0.17147
1 0.30355
2 0.01916
3 0.00292
4 0.67438
1 0.46727
2 0.02737
3 0.03367
4 0.47170
1 0.92741
2 0.00179
3 0.00078
4 0.07002
1 0.54831
2 0.08088
3 0.31087
4 0.05995
1 0.43901
2 0.01707
3 0.11525
4 0.42867
1 0.51553
2 0.07523
3 0.30721
4 0.10203
1 0.11737
2 0.10768
3 0.60956
4 0.16539
1 0.38935
2 0.17946
3 0.26205
4 0.16913
1 0.61136
2 0.07192
3 0.30086
4 0.01586
1 0.71558
2 0.04397
3 0.02311
4 0.21735
1 0.59242
2 0.01439
3 0.10282
4 0.29038
1 0.43371
2 0.01183
3 0.00212
4 0.55234
1 0.40029
2 0.00077
3 0.58784
4 0.01109
1 0.43650
2 0.02895
3 0.03519
4 0.49936
1 0.43275
2 0.00828
3 0.00151
4 0.55745
1 0.95907
2 0.01584
3 0.00274
4 0.02235
1 0.34089
2 0.01356
3 0.00878
4 0.63677
1 0.96510
2 0.02835
3 0.00494
4 0.00161
1 0.43725
2 0.04789
3 0.50357
4 0.01129
1 0.02615
2 0.00228
3 0.04880
4 0.92277
1 0.88842
2 0.01968
3 0.02660
4 0.06529
1 0.66065
2 0.06620
3 0.12532
4 0.14783
1 0.66079
2 0.23825
3 0.07306
4 0.02789
1 0.44660
2 0.09100
3 0.30136
4 0.16104
1 0.37803
2 0.00960
3 0.00257
4 0.60980
1 0.47350
2 0.08946
3 0.27688
4 0.16016
1 0.45017
2 0.05793
3 0.32037
4 0.17152
1 0.42290
2 0.08351
3 0.29159
4 0.20200
1 0.41249
2 0.01342
3 0.06301
4 0.51108
1 0.44544
2 0.06283
3 0.21547
4 0.27626
1 0.37931
2 0.10099
3 0.24090
4 0.27881
1 0.09450
2 0.01246
3 0.00983
4 0.88320
1 0.63574
2 0.00019
3 0.00011
4 0.36396
1 0.77240
2 0.03596
3 0.02648
4 0.16516
1 0.12732
2 0.54464
3 0.12610
4 0.20194
1 0.45903
2 0.01074
3 0.00232
4 0.52791
1 0.41858
2 0.01157
3 0.14786
4 0.42199
1 0.56971
2 0.01610
3 0.10984
4 0.30435
1 0.32984
2 0.00346
3 0.12175
4 0.54494
1 0.47075
2 0.02706
3 0.37414
4 0.12805
1 0.35235
2 0.01062
3 0.00495
4 0.63208
1 0.44674
2 0.07559
3 0.20879
4 0.26888
1 0.52459
2 0.00016
3 0.00008
4 0.47517
1 0.32014
2 0.01902
3 0.00307
4 0.65776
1 0.36602
2 0.02034
3 0.14585
4 0.46779
1 0.66521
2 0.08263
3 0.07674
4 0.17541
1 0.34357
2 0.03497
3 0.35505
4 0.26640
1 0.46420
2 0.03460
3 0.05856
4 0.44264
1 0.42387
2 0.07081
3 0.00923
4 0.49610
1 0.52173
2 0.00193
3 0.47631
4 0.00004
1 0.65232
2 0.02417
3 0.04291
4 0.28061
1 0.48680
2 0.01751
3 0.01861
4 0.47709
1 0.56813
2 0.07840
3 0.15082
4 0.20264
1 0.92803
2 0.00960
3 0.00748
4 0.05489
1 0.44747
2 0.04784
3 0.08159
4 0.42310
1 0.20517
2 0.62983
3 0.00826
4 0.15674
1 0.43467
2 0.07980
3 0.24986
4 0.23566
1 0.23427
2 0.00057
3 0.00018
4 0.76497
1 0.55616
2 0.05654
3 0.01052
4 0.37678
1 0.49473
2 0.07976
3 0.17948
4 0.24603
1 0.44866
2 0.01972
3 0.09651
4 0.43511
1 0.97419
2 0.00320
3 0.00171
4 0.02090
1 0.41259
2 0.09613
3 0.32622
4 0.16506
1 0.46758
2 0.02343
3 0.00252
4 0.50647
1 0.20482
2 0.34909
3 0.33794
4 0.10815
1 0.46382
2 0.07661
3 0.35320
4 0.10638
1 0.68413
2 0.09439
3 0.02341
4 0.19807
1 0.22592
2 0.00662
3 0.67994
4 0.08752
1 0.38366
2 0.00986
3 0.00572
4 0.60076
1 0.73365
2 0.03400
3 0.01374
4 0.21861
1 0.39641
2 0.01488
3 0.00239
4 0.58632
1 0.54284
2 0.09156
3 0.19444
4 0.17116
1 0.32032
2 0.01553
3 0.01429
4 0.64986
1 0.47116
2 0.03543
3 0.05433
4 0.43908
1 0.50772
2 0.02293
3 0.01821
4 0.45113
1 0.38054
2 0.01198
3 0.02297
4 0.58450
1 0.37274
2 0.02336
3 0.00242
4 0.60148
1 0.39449
2 0.01297
3 0.08834
4 0.50420
1 0.65512
2 0.24193
3 0.07514
4 0.02780
1 0.30055
2 0.01250
3 0.03096
4 0.65599
1 0.42805
2 0.04937
3 0.08475
4 0.43784
1 0.96167
2 0.02152
3 0.01633
4 0.00048
1 0.12855
2 0.00004
3 0.00150
4 0.86990
1 0.61527
2 0.03300
3 0.01359
4 0.33814
1 0.41739
2 0.01569
3 0.00267
4 0.56425
1 0.56787
2 0.06507
3 0.05955
4 0.30751
1 0.50049
2 0.05400
3 0.42093
4 0.02458
1 0.45123
2 0.07202
3 0.04935
4 0.42740
1 0.71271
2 0.10145
3 0.12461
4 0.06122
1 0.50400
2 0.05472
3 0.05855
4 0.38273
1 0.64233
2 0.00810
3 0.29624
4 0.05333
1 0.40454
2 0.01154
3 0.00371
4 0.58021
1 0.49559
2 0.08569
3 0.32647
4 0.09225
1 0.93965
2 0.01942
3 0.00960
4 0.03133
1 0.24243
2 0.00929
3 0.08660
4 0.66168
1 0.52230
2 0.01805
3 0.00278
4 0.45687
1 0.39267
2 0.01153
3 0.00222
4 0.59357
1 0.92360
2 0.03373
3 0.04032
4 0.00235
1 0.47310
2 0.10033
3 0.28384
4 0.14273
1 0.43319
2 0.09244
3 0.29853
4 0.17584
1 0.28797
2 0.00958
3 0.39207
4 0.31038
1 0.41206
2 0.01896
3 0.00645
4 0.56253
1 0.53284
2 0.01399
3 0.01739
4 0.43578
1 0.28147
2 0.00615
3 0.00225
4 0.71013
1 0.43270
2 0.07066
3 0.18511
4 0.31152
1 0.39659
2 0.00726
3 0.00946
4 0.58668
1 0.42187
2 0.00630
3 0.00242
4 0.56942
1 0.87526
2 0.02402
3 0.02200
4 0.07872
1 0.51007
2 0.00146
3 0.48295
4 0.00552
1 0.76038
2 0.00072
3 0.00396
4 0.23495
1 0.46558
2 0.09049
3 0.29525
4 0.14869
1 0.64941
2 0.02744
3 0.13376
4 0.18940
1 0.19999
2 0.60496
3 0.01422
4 0.18083
1 0.35030
2 0.01265
3 0.23132
4 0.40573
1 0.42622
2 0.00940
3 0.00159
4 0.56278
1 0.49334
2 0.20867
3 0.06224
4 0.23575
1 0.55889
2 0.05400
3 0.02971
4 0.35740
1 0.48233
2 0.05140
3 0.06402
4 0.40225
1 0.74597
2 0.06460
3 0.05034
4 0.13909
1 0.36447
2 0.09968
3 0.18822
4 0.34762
1 0.45886
2 0.08193
3 0.26079
4 0.19843
1 0.39553
2 0.03746
3 0.03449
4 0.53252
1 0.66795
2 0.23699
3 0.06939
4 0.02567
1 0.24400
2 0.00054
3 0.00024
4 0.75523
1 0.41083
2 0.05832
3 0.44784
4 0.08301
1 0.37944
2 0.01522
3 0.01164
4 0.59370
1 0.99012
2 0.00479
3 0.00083
4 0.00426
1 0.46534
2 0.08820
3 0.26045
4 0.18601
1 0.41498
2 0.01410
3 0.00208
4 0.56884
1 0.42950
2 0.11399
3 0.28543
4 0.17108
1 0.62735
2 0.06278
3 0.03010
4 0.27976
1 0.32694
2 0.01097
3 0.04094
4 0.62115
1 0.46555
2 0.01001
3 0.00075
4 0.52370
1 0.22432
2 0.02910
3 0.54669
4 0.19990
1 0.40046
2 0.01595
3 0.09783
4 0.48575
1 0.33622
2 0.00960
3 0.00208
4 0.65211
1 0.39437
2 0.01506
3 0.16802
4 0.42255
1 0.48817
2 0.03882
3 0.04710
4 0.42590
1 0.36436
2 0.01314
3 0.06345
4 0.55906
1 0.71053
2 0.06257
3 0.02963
4 0.19727
1 0.42815
2 0.00944
3 0.32020
4 0.24222
1 0.45920
2 0.07787
3 0.35406
4 0.10887
1 0.32821
2 0.01014
3 0.00154
4 0.66012
1 0.71314
2 0.00028
3 0.00032
4 0.28626
1 0.44485
2 0.08315
3 0.28406
4 0.18794
1 0.48761
2 0.09326
3 0.26989
4 0.14924
1 0.43459
2 0.00904
3 0.11606
4 0.44031
1 0.53106
2 0.04914
3 0.08440
4 0.33540
1 0.98785
2 0.00434
3 0.00042
4 0.00739
1 0.47609
2 0.11235
3 0.10761
4 0.30396
1 0.64916
2 0.09174
3 0.02749
4 0.23162
1 0.84934
2 0.03126
3 0.01293
4 0.10648
1 0.84769
2 0.01955
3 0.06255
4 0.07021
1 0.37505
2 0.08071
3 0.15130
4 0.39295
1 0.48602
2 0.02693
3 0.45686
4 0.03020
1 0.51537
2 0.08755
3 0.35891
4 0.03817
1 0.52975
2 0.00017
3 0.00008
4 0.47000
1 0.35751
2 0.26395
3 0.17249
4 0.20604
1 0.29037
2 0.41961
3 0.00645
4 0.28357
1 0.38373
2 0.01102
3 0.11833
4 0.48693
1 0.00000
2 0.00000
3 0.00000
4 1.00000
1 0.39473
2 0.01071
3 0.07581
4 0.51875
1 0.50823
2 0.06937
3 0.15862
4 0.26378
1 0.25976
2 0.00523
3 0.00524
4 0.72976
1 0.39416
2 0.01314
3 0.10684
4 0.48586
1 0.91800
2 0.02925
3 0.04964
4 0.00312
1 0.48060
2 0.00543
3 0.00081
4 0.51315
1 0.28354
2 0.03344
3 0.00531
4 0.67771
1 0.53294
2 0.13080
3 0.19196
4 0.14430
1 0.54928
2 0.08827
3 0.21592
4 0.14654
1 0.78161
2 0.05615
3 0.02957
4 0.13266
1 0.03954
2 0.06007
3 0.14707
4 0.75332
1 0.45792
2 0.13941
3 0.14365
4 0.25902
1 0.38252
2 0.00347
3 0.28699
4 0.32703
1 0.51690
2 0.09920
3 0.25881
4 0.12509
1 0.34864
2 0.00950
3 0.00354
4 0.63832
1 0.86653
2 0.00019
3 0.00010
4 0.13318
1 0.28043
2 0.31320
3 0.27721
4 0.12917
1 0.43621
2 0.01545
3 0.00219
4 0.54615
1 0.43384
2 0.08546
3 0.45891
4 0.02179
1 0.46739
2 0.01617
3 0.00441
4 0.51203
1 0.38710
2 0.01650
3 0.43162
4 0.16478
1 0.35073
2 0.00224
3 0.61289
4 0.03414
1 0.67134
2 0.04326
3 0.03351
4 0.25189
1 0.51352
2 0.02178
3 0.08131
4 0.38339
1 0.33751
2 0.03838
3 0.00980
4 0.61430
1 0.41524
2 0.04199
3 0.05028
4 0.49249
1 0.33681
2 0.01063
3 0.00540
4 0.64716
1 0.43902
2 0.07989
3 0.22961
4 0.25148
1 0.33329
2 0.00803
3 0.00379
4 0.65489
1 0.36895
2 0.01524
3 0.00604
4 0.60976
1 0.95899
2 0.00958
3 0.02963
4 0.00181
1 0.56327
2 0.08507
3 0.22428
4 0.12737
1 0.67675
2 0.04274
3 0.05450
4 0.22601
1 0.34628
2 0.03113
3 0.06114
4 0.56146
1 0.50725
2 0.05740
3 0.10691
4 0.32844
1 0.42417
2 0.09060
3 0.27698
4 0.20825
1 0.34386
2 0.01276
3 0.03976
4 0.60361
1 0.41514
2 0.02650
3 0.00617
4 0.55218
1 0.45267
2 0.07987
3 0.26047
4 0.20699
1 0.48809
2 0.06610
3 0.19400
4 0.25181
1 0.41085
2 0.01571
3 0.00221
4 0.57124
1 0.32510
2 0.00800
3 0.00263
4 0.66428
1 0.43904
2 0.05017
3 0.09362
4 0.41717
1 0.31219
2 0.01036
3 0.10584
4 0.57160
1 0.02454
2 0.00156
3 0.04679
4 0.92712
1 0.46392
2 0.06679
3 0.19113
4 0.27816
1 0.65760
2 0.03805
3 0.01503
4 0.28933
1 0.50381
2 0.01610
