74 27138967 16450052.714286 16076058
136 30370545 15410082.714286 15207983
303 28975544 22029234.400000 20264532
20 26809649 22412886.250000 23058939
106 29986797 15583037.000000 15240406
187 30635630 22900712.000000 22902697
169 25766255 17019609.000000 16884964
109 29447874 14179155.625000 13730323
15 7208803 308910.683544 315371
25 7086212 315657.363636 319056
11 6815994 302380.275000 299306
742 69042122 6814917.707317 5755203
148 8502835 87672.974249 87068
165 2672379 96735.592920 68150
79 74825879 857497.306584 867982
507 61037064 6977872.222222 927093
810 262337724 186828526.833333 182657701
278 8378839 159915.904110 154738
434 6527170 248351.808824 156685
265 4104516 105108.625767 74830
10 7900520 386799.304183 400188
746 122625214 118331660.500000 122163604
190 27468863 445722.494624 549123
45 4447193 320639.666667 374610
